Afscheid van de waalse krook,"Tentoonstelling Michel Flamme, Sarah Van de Vijver, Prez",17/07/2011,14:00,23:00,"usEUm, Platteberg 19, Gent",0,50,51.0486712,3.7284666
De Piratenboot + gratis ijsje. Duur 40 min.,Maat Piraat springt aan boord want boeven zitten hem op de hielen. We gaan per boot op zoek naar een geheime schat en hij vertelt onderweg geweldige verhalen over zijn wedervaren om zijn droom te vervullen...,17/07/2011,17:00,17:40,"Aanlegsteiger Boat in Gent, bij Gravensteen (50m), Kraanlei , Gent",0,1000,51.0569531,3.7226146
Diafaan V. Hedendaagse glaskunst in Vlaanderen,"'Diafaan' is een biënale tentoonstelling over hedendaagse glaskunst in Vlaanderen die voor de vijfde keer plaatsvindt in het Begijnhof van Sint-Amandsberg. In het hof worden op verschillende plaatsen, binnen en buiten, werk van kunstenaars getoond.",17/07/2011,13:00,18:00,"Begijnhof Sint-Amandsberg, Jan Roomsstraat , Sint-Amandsberg",1,50,51.0584416,3.7498916
Steam vs Rotation,"Zaal: Decadance presents Drum 'n Bass & Dubstep met dj's Murdock, Bunzero, Madlock, Hookerz, NGA (Gaz, Allspark & MC Nice), Ideaz & Manik",17/07/2011,00:00,05:55,"Charlatan, Vlasmarkt 6, Gent",0,1000,51.0560619,3.7282741
Rondleiding door de tentoonstelling van Taptoes erfgoed,"Luk De Bruyker, stichter en bezieler van Theater Taptoe, neemt zijn publiek op sleeptouw door de rijke Taptoe- geschiedenis. Een boeiende tocht met veel anekdotes.",17/07/2011,11:00,12:00,"Provinciehuis, Gouvernementstraat 1, Gent",1,50,51.0515278,3.7268065
Theeconcert - Erika Pauwels,"Erika Pauwels in samenwerking met de Dienst Feestelijkheden. Zij presenteert jong zangtalent in opera-, operette- en musicalfragmenten.",17/07/2011,14:30,17:00,"Vlaamse Opera, Schouwburgstraat , Gent",0,50,51.0498805,3.7231031
Fotografietentoonstelling Ground van Bruno Stevens,"Fotojournalist Bruno Stevens brengt in een 100-tal foto’s het resultaat van de ontmoetingen en gebeurtenissen van de voorbije 10  jaar in het Midden-Oosten. Deze foto’s verschenen in bvb. The Sunday Times, Newsweek, Paris-Match, etc.",17/07/2011,10:00,18:00,"Kunsthal Sint-Pietersabdij, Sint-Pietersplein 9, Gent",0,50,51.0428007,3.7264994
Rosa / De Laatste Roos,Twee komische monologen voor de prijs van één:   Roza: een wc-madam en de mannen in haar leven.  De Laatste Roos: een lustige weduwe opnieuw verliefd.  Tekst en regie: Frans Van Lancker.  Spel: Natalie Donck,17/07/2011,15:30,17:30,"Brasserie Yanko, Henleykaai 4, Gent",1,100,51.0427045,3.7167725
Zoektocht in Portus Ganda - meer dan water alleen! (zonder gids),"Deze zoektocht leidt je van de oudste nederzettingen naar de nieuwste haven van de stad. Boekje te koop: Kunstglasramen Mestdagh, Drabstr. 2",17/07/2011,00:00,00:00,"Oude Beestenmarkt /, Gent",0,50,51.0542559,3.7322261
Rit met de koets,De bezoekers kunnen met koetsen een ritje maken in de omgeving van De Campagne,17/07/2011,14:00,17:30,"Schoolhoeve de Campagne, Gijzelstraat 14, Drongen",0,1000,51.0667128,3.6297347
Zout,"Een muzikale vertelling.  Met een poëtisch verhaal van De Vertelf en Noorse en Duitse liederen van Edvard H. Grieg, gezongen door Irene Carpentier (sopraan), Ineke De Vylder (mezzosopraan) en Jozefien Van Parys (piano)",17/07/2011,16:00,17:20,"Monasterium PoortAckere, Oude Houtlei 56, Gent",0,1000,51.0522058,3.7169339
"Filmvoorstelling ""An inconvenient Truth""",De gefilmde presentatie waarmee Al gore de wereld rondtrok om zijn ongerustheid te ventileren over klimaatverandering en zijn gevolgen...,17/07/2011,10:30,12:00,"Augustijnenklooster Sint-Stefanus, Academiestraat 1, Gent",1,50,51.0593912,3.7198089
mozaïek in het Pierkespark,Gratis mozaïekworkshop. Paadjes en banken worden met mozaïek bekleed. Alle materialen zijn voorhanden. Ontwerp is al voorbereid door kunstenares.,17/07/2011,13:30,18:00,"Pierkespark Brugse Poort tussen Kringloopwinkel en Bij De Vieze Gasten, Haspelstraat 10, Gent",0,50,51.0581592,3.7018324
Filmvoorstelling : kortfilm De Veer van César,"hoofdrol Pjeroo Roobjee, gastrollen Jan Decleir, Robbe de Hert, Peter Holvoet-Hanssen",17/07/2011,14:00,18:00,"Zebrastraat NV, Zebrastraat 32/001, Gent",1,100,51.0401269,3.7330531
Goe Bezig!,"Martin zwiept zijn bezem doorheen de heetste hangijzers die ons dagelijks schaamteloos worden aangereikt. De Dalai Lama, Luc Versteylen, Roger Van Gheluwe - en verder veel ander nieuws over onze politici en over uzelf...",17/07/2011,19:30,20:45,"Zaal Ovaki, Ham 139, Gent",0,50,51.0604437,3.7338082
Trio Gerardimontensis (B - Geraardsbergen),"Orgel, viool en zang",17/07/2011,15:00,16:00,"Sint-Michielskerk, Sint-Michielsplein 1, Gent",0,1000,51.0535642,3.7187391
CONFLICTEN: De conflictrijke 14de eeuw.,"Gentenaars hebben dan voortdurend te kampen met sociale, economische en politieke conflicten. 1302, de Honderdjarige Oorlog, pest, hongersnood, opstanden... We verkennen Gentse sporen en vertellen over de boeiende Artevelde-eeuw. Reserveren niet nodig.",17/07/2011,10:00,12:00,"Kalandeberg, Kalandeberg -, Gent",0,50,51.05144,3.72542
Bowie Peru,Rock-'n-roll,17/07/2011,00:00,01:00,"Kinky Star, Vlasmarkt 9, Gent",0,50,51.0557895,3.7285385
"Openlucht filmvoorstelling ""Zot van A""","Geniet in openlucht van de romantische komedie ""Zot van A"", een film van Jan Verheyen. Prachtige cast én film.  Raadpleeg onze website trojka.be voor de laatste info. Bij slecht weer gaat de voorstelling door in de grote zaal van 'De Campagne'.",17/07/2011,22:30,01:00,"Landgoed De Campagne, Gijzelstraat 12, Drongen",0,50,51.0671875,3.6295947
Comedy voor Kids,Al vijf jaar op rij een uitverkocht succes op de Feesten! De enige familievoorstelling die iedere keer verrast: de plezanteriken op het podium maken sketches en liedjes op basis van jouw ideeën. Laureaat Kinderjuryprijs Gentse Feesten. Van 8 tot 88 jaar.,17/07/2011,15:00,16:00,"Hof Van Ryhove, Onderstraat 20, Gent",1,100,51.0559253,3.7251237
Zoektocht,De kinderen verkennen de boerderij en de dieren aan de hand van een aangepaste zoektocht,17/07/2011,14:00,18:00,"Schoolhoeve de Campagne, Gijzelstraat 14, Drongen",0,1000,51.0667128,3.6297347
"Circus Krak (Charlieston, B)","De wereldberoemde danseres Charlie maakt zich klaar voor haar volgende voorstelling. Haar hulpje Ston slaagt er echter keer op keer in om haar act te verstoren. Een charmante, woordenloze familievoorstelling voor kinderen vanaf 2 jaar.",17/07/2011,17:00,17:45,"Baudelopark, Bibliotheekstraat 7, Gent",0,1000,51.0578349,3.7294696
Theeconcert - Erika Pauwels,"Erika Pauwels in samenwerking met de Dienst Feestelijkheden. Zij presenteert jong zangtalent in opera-, operette- en musicalfragmenten.",17/07/2011,15:00,17:00,"Vlaamse Opera, Schouwburgstraat , Gent",0,50,51.0498805,3.7231031
Gent Ludiek,"Anekdotes over de grappige, maar historisch verantwoorde kantjes van Gent en z'n eigenzinnige inwoners. Dit is het verhaal van Lowie-die-Zwiet, de roaste Wasser en Miele Zoetekoeke.",17/07/2011,11:00,13:00,"Toreken, hoek Kammerstraat/Vrijdagmarkt, Vrijdagmarkt , Gent",0,50,51.0572665,3.7259419
Het Miljoenenkwartier,Deze wijk nabij het Sint-Pietersstation vindt haar oorsprong in de Wereldtentoonstelling van 1913. Laat u charmeren door deze prestigieuze buurt en haar bijzondere architectuur.,17/07/2011,11:00,12:30,"Hoofdingang Sint-Pietersstation, Koningin Maria Hendrikaplein , Gent",0,50,51.0371122,3.7109101
