De Nico Lenny Show,"Voor de éérste maal organiseert vzw Dreidekker Producties ""de Nico Lenny Show"". Humor, zang en dans in een wervelende show met Nico Lenny. Nico laat de Revue herleven samen met vader Bert Lenny en Jong Gents talent: Caressa, Malika en Dansgroep D-Crew",21/07/2011,20:00,22:30,"School De Wingerd, Neermeerskaai 1a, Gent",1,1000,51.044251,3.70568
"Godshuizen, gasthuizen en hospices - de Gentse hospitalen","De Gentse armenzorg is eeuwenoud. Wat was de rol van de Kerk, de invloed van Keizer Karel, wat deed het Gentse stadsbestuur? Een wandeling langs verdwenen en nog bestaande infirmerieën, spitalen en pesthuizen.",21/07/2011,16:00,18:00,"Bisschoppelijk paleis, Bisdomplein /, Gent",0,50,51.0529813,3.728629
La ville qui respire - Rode Boom (BE) - € 6,"‘La ville qui respire’ is een wandelvoorstelling waarbij een gids met behulp van poëtische zoekers u de stad toont. U neemt de tijd om alledaagse dingen in een andere context te zien. Gent, door de ogen van een poëet.",21/07/2011,18:00,18:45,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
Algemene rondleiding in het Gents dialect.,"Om helemaal in de stemming te komen worden we rondgeleid in het Gents dialect. Wa zegde? In 't Gens? Ja, ja en mee veel zwier la fleur. Allez tot tons; da zumme nog zien! (Gilberte Neyt - Ferdinand Cobbaut)",21/07/2011,14:30,16:00,"Plantentuin Universiteit Gent, Karel Lodewijk Ledeganckstraat , Gent",1,50,51.036375,3.724129
Belcanto-ontbijt in het Huis van Alijn,Geniet in de binnentuin van een lekker ontbijt met een streepje muziek. Keuze tussen een Belcanto-ontbijt (€ 7) en een Belcanto-Royal-ontbijt (mét bubbels - € 10). Welkom tussen 10 en 12 uur! Graag aanmelden vanaf 10 pers. Dit is echter geen reservatie.,21/07/2011,10:00,12:00,"Het Huis van Alijn, Kraanlei 65, Gent",0,1000,51.0574921,3.7234722
Tangram en andere traditionele kinderspelletjes uit China in de Etnografische Verzamelingen,TANGRAM is een Chinees legspel waarbij figuren kunnen worden gevormd uit geometrische stukken. Met zo’n puzzelstuk in de hand speuren en spelen tussen de museumstukken en in de omsloten kloostertuin.   Ouders zijn welkom!,21/07/2011,14:00,15:30,"Het Pand, Onderbergen 1, Gent",0,50,51.052799,3.7198035
Natte stadswandeling met Lunch i.s.m. Rederij De Gentenaer,"Nieuwe unieke, folklorische wandeling in de stad van Gent met Dille. Of op afspraak !",21/07/2011,10:30,13:30,"A Capella Kaffee, Godshuizenlaan 33, Gent",0,50,51.0432035,3.7165927
"Het Huis van Alijn, museum van de dingen die (n)ooit voorbijgaan",Hier wordt volkscultuur op een eigentijdse en verrassende manier opgevat. Open van 10 tot 18 uur tijdens de Gentse Feesten en gratis voor Gentenaars!,21/07/2011,10:00,18:00,"Het Huis van Alijn, Kraanlei 65, Gent",0,1000,51.0574921,3.7234722
Herman Streulens (B - Gent),Orgel,21/07/2011,15:00,16:00,"Sint-Michielskerk, Sint-Michielsplein 1, Gent",0,1000,51.0535642,3.7187391
Broekvent,"Dé theaterreunie van het jaar, terug na 10 jaar! Met de hoogtepunten uit hun vorige shows én nieuw werk. Ze zetten u voor schut en elkaar voor lul. Ze zijn hemels simpel van geest, briljant in hun eenvoud en absurditeit. (zie ook xlp.be)",21/07/2011,22:00,23:05,"Minnemeers (NT2Gent), Minnemeers 9, Gent",1,1000,51.0599955,3.7287123
Smeltkroes van culturen,"Deze wandeling geeft een beeld van het multiculturele oude Gent. Gent is altijd een poort op Europa en de wereld geweest, daarvan zijn vele getuigen terug te vinden. Deze wandeling eindigt in de Orthodoxe kerk die geheel versierd is met fresco’s.",21/07/2011,14:00,16:30,"Café Trefpunt, Bij Sint-Jacobs 18, Gent",0,50,51.0562813,3.7271842
"GATE 7 , De Musical",Jongerenmusical,21/07/2011,14:00,15:45,"Theater SCALA, Dendermondsesteenweg 163-165, Gent",0,1000,51.0524071,3.7533519
Workshop Ken je kleuren,Bij een kleuradvies gaan we op zoek naar de kleuren die in harmonie zijn met uw natuurlijke uitstraling. U leert hoe u er fantastisch kan uitzien en welke combinaties u het meeste flateren.,21/07/2011,14:30,17:30,"Beverhoutplein 13, Gent",0,50,51.0569984,3.7285361
Open viltatelier,"Vilten is hip! Deze oeroude techniek, waarbij je van wol vilt maakt, vind je vandaag in juwelen, tassen en zelfs tapijten. Koop een zakje wol en ontdek de basisknepen van het vilten. Kom en ga, zoals jij het wilt.",21/07/2011,14:00,18:00,"MIAT, Minnemeers 9, Gent",0,50,51.0599955,3.7287123
"Havenrondvaarten met het havenjacht ""Jacob van Artevelde""","Ga tijdens de Gentse Feesten mee op verkenning in de haven. We starten aan de Rigakaai en varen helemaal tot aan ArcelorMittal.  U maakt kennis met alle dokken en met alle belangrijke spelers zoals oa Volvo, Stora Enso, Bio Base Europe, enz",21/07/2011,12:30,14:00,"Rigakaai - tegenover WEBA, Rigakaai 0375, Gent",1,100,51.05665,3.72
Zoon,"Raf Walschaerts vertelt al meer dan 20 jaar sterke verhalen met Kommil Foo. Deze keer staat hij alleen op scene, in een regie van Ineke Nijssen. Voor iedereen van 9 tot 99 jaar.  www.rafwalschaerts.be",21/07/2011,19:30,20:55,"NTGent, Sint-Baafsplein 17, Gent",0,50,51.05665,3.72
"Werkwinkel ""Eco-juwelen maken uit oude kleding""","Tijdens deze werkwinkel leer je o.a. hoe je van oude t-shirts en restjes stof, knopen, parels... een elegante halsketting e.d. maakt",21/07/2011,14:00,17:00,"Augustijnenklooster Sint-Stefanus, Academiestraat 1, Gent",1,50,51.0593912,3.7198089
CLUB FM 104.5fm & FAMILYRADIO 105.7fm,"10 dagen ""Live"" radio vanop de Gentse Feesten, dagelijks van 15u - 22u.",21/07/2011,14:00,22:00,"Oude Vismijn, Sint-Veerleplein 5, Gent",0,100,51.0567346,3.7213135
