Movieguide Filips en Mathilde,Het Gravensteen is een van de topmonumenten van Gent. Via de movieguide ‘Filips en Mathilde’ komt het verre en bewogen verleden van deze versterkte burcht werkelijk tot leven.,22/07/2011,09:00,18:00,"Gravensteen, Sint-Veerleplein , Gent",0,50,51.05665,3.72
Café-Chantant,Een mengelmoes van Gentse liedjes. Zitplaats niet verzekerd zonder ontbijt,22/07/2011,11:00,13:00,"Brasserie Het Volk, Poel 7, Gent",0,50,51.0545335,3.7178529
Kinderopvang & knutselatelier Casa Rosa,"door de vrijwilligers (v/m) van Casa Rosa wordt dagelijkse kinderopvang georganiseerd, met knutsel activiteiten. Voor kleinere kinderen is er een luier ververs tafel voorzien.",22/07/2011,14:00,18:00,"Salon van Casa Rosa vzw, Kammerstraat 22, Gent",0,50,51.0555761,3.7271892
Sherlock Holmes in het Patershol (zoektocht zonder gids),"Zoektocht in 1 van Gents oudste en gezelligste wijken. Aan de hand van een leidraad, vragen en raadsels leer je het Patershol beter kennen. Boekje te koop: Kunstglasramen Mestdagh, Drabstr. 2",22/07/2011,00:00,00:00,"Sint-Veerleplein /, Gent",0,50,51.0567346,3.7213135
The Insect Circus Museum - The Insect Circus (UK),Sir Ronald McPeak en Lady Bonnie Berkeley zijn de stichters van het Grand Travelling Insect Circus Museum. In een authentieke mahogany Bedfort komen ze ons verbazen met hun bijzonder museum van een insectencircus.,22/07/2011,15:00,20:00,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
Outsiders: kunst in de marge,"De werelden van kunst en waanzin hebben elkaar doorheen de geschiedenis met regelmaat geïnspireerd. Outsiderkunstenaars maken eigenzinige omzwervingen door de wereld van kunst, esthetiek en creativiteit.",22/07/2011,09:00,17:00,"Museum Dr. Guislain, Jozef Guislainstraat 43, Gent",1,100,51.0662256,3.702715
Carrousel des moutons - D'Irque en Fien (BE),Een intieme voorstelling zonder woorden die je sprakeloos maakt voor kinderen en andere volwassenen. D'Irque en Fien nemen je mee naar wonderland waar ze je hun dromen onthullen.,22/07/2011,20:30,21:30,"Sint-Baafssite, Gandastraat , Gent",0,1000,51.0537966,3.7384238
Nocturne,"Een fikse wandeling tot aan de feeërieke St-Baafsabdij met verhalen over bijenwas, fakkeldovers, lichtekooien en de mannen die de gas doen branden. Met halte in een biercafé (drankje niet in de prijs inbegrepen)!",22/07/2011,22:00,00:30,"Infostand Vizit, Corduwaniersstraat 4, Gent",0,50,51.0576395,3.7227266
Speeltijd,Stand-comedian Piv Huvluv speelt voor het eerst in Gent zijn splinternieuwe show. In zijn onnavolgbare stijl en met rijke fantasie neemt hij zijn publiek mee op een enthousiaste trip naar zijn 'speeltijd' met een resem hilarische anekdotes (www.xlp.be),22/07/2011,22:00,23:10,"Theater Tinnenpot, Balkonzaal, Tinnenpotstraat 21, Gent",1,1000,51.0583441,3.7183287
This appearing life - Kokliko'Theatre en Zeepcompagnie (BE) - € 4,Het perfecte samenzijn van twee mannen totdat er een verdwijnt. Een samenwerking tussen Kokliko'Theatre en Zeepcompagnie over het intiem delen van het leven en de ondraaglijke gedachte van het verdwijnen van de een.,22/07/2011,20:00,20:50,"Norbertijnerkapel, Kaatsspelplein , Gent",0,50,51.0591506,3.7238837
Zomby (UK),"Compromisloze dubstep en 2step, verborgen achter een masker. Maar met een glossy kant: Zomby werd gespeeld tijdens modeshows van Prada en tijdens de tour van Lady Gaga. Animal Collective haalt hem naar All Tomorrow's Parties, 10 Days Off naar Gent.",22/07/2011,23:00,05:55,"10 Days Off - Vooruit, Sint-Pietersnieuwstraat , Gent",0,5000,51.05665,3.72
"Prietproat, blabla en andere ziever.",Gentse feestenrevue met grappen en sketches in 't schuun Gents door de Kloaverkes met als onderwerp TAAL in al zijn vormen. De show wordt afgewisseld met liedjes van BETSY en komische goochelacts van het duo ROBINI en BALDARNY. Muziek: Marco's orkest.,22/07/2011,19:30,22:45,"VIP School, Martelaarslaan 13, Gent",0,50,51.0462502,3.7123823
Feestelijk Tangosalon,"In Dans-en Vormingscentrum Polariteit is er een Tangosalon met mooie Tango's, Milonga's en Tangowalsen. Kan je deze dansen nog niet ? Geen nood op 26/7 organiseren we een initiatie Tango, 27/7 Milonga en op 28 juli  Tangowals. Info: www.polariteit.be",22/07/2011,21:00,01:00,"vzw Polariteit, Verkortingstraat 55, Sint-Amandsberg",1,100,51.0647541,3.7522483
De Vijand,Mefistofeles vertelt het verhaal van Faust. Vrij naar Goethe.,22/07/2011,17:30,18:30,"Hof Van Ryhove, Onderstraat 20, Gent",1,50,51.0559253,3.7251237
Spel XL,Kinderen kunnen zich hier amuseren op een aantal reuzespellen.,22/07/2011,13:00,19:00,"Wolterslaan 16, Sint-Amandsberg",0,50,51.0492937,3.7465202
Geleid bezoek  St.-Baafskathedraal,rondleiding in de St.-Baafskathedraal,22/07/2011,10:30,12:00,"St.-Baafskathedraal, Sint-Baafsplein , Gent",0,50,51.0530324,3.7266397
Belleman Jean-Pierre Van De Perre,Belleman te zien in het straatbeeld is ter beschikking van de bevolking en feestvierders bij de rondgang van de stroppendragers.,22/07/2011,16:00,20:00,"Feestzone, Belfortstraat , Gent",0,50,51.055272,3.7266301
Gent op z'n kookpunt (zoektocht zonder gids),"Wat zat er vroeger in de kookpot? Waarom gebruiken we eigenlijk bestek? Hoe ontstond Gentse waterzooi?   Boekje te koop bij Kunstglasramen Mestdagh, Drabstr. 2",22/07/2011,00:00,00:00,"Korenlei 1, Gent",0,50,51.05538,3.7203432
"Tès Goe Weere, Vrie Goe Weere, bij Goe Weere","Shit waar, 2 uure ongeluufelijke kluuterijen, sketchen en liedjes, deur den Ambassadeur van de Gentse Leute en zijn vrienden: Petra, An Fleur en Jan De Raedt. Orkest: 5 Men Band. Gelieve nie 't hoesten aub.",22/07/2011,20:00,22:30,"Cultuurkapel, Sint-Antoniuskaai 10, Gent",1,100,51.0595882,3.717214
Rondleidingen in Hotel d'Hane Steenhuyse,Uitzonderlijk kan het Hotel d'Hane Steenhuyse - een 18de-eeuws stadspaleis - onder begeleiding van een gids worden bezocht.,22/07/2011,17:00,18:00,"Hotel d'Hane Steenhuyse, Veldstraat 55, Gent",1,100,51.0515844,3.7214225
SABIJN aMUZE-ert op 't WATER,"Sabijn brengt een totaal show waarin je haar te zien zal krijgen zoals nooit te voren.  Acterend, zingend en Swingend, dansend, schudden en beven en vooral beleven.",22/07/2011,20:00,22:30,"Aquamuse (Schip), Kuiperskaai 24, Gent",1,1000,51.0498626,3.7301691
MiramirO laat je vliegen - Aérosculpture (FR) - € 3 (ter plaatse),De Aéroplume komt naar Gent! Op 21 juli 2011 tonen de mannen van Aérosculpture hoe het moet. De volgende dagen mogen kinderen zelf vliegen met de zeppelin in ’t Kuipke. Gewoon komen kijken kan natuurlijk ook!,22/07/2011,14:00,18:00,"'t Kuipke, Citadelpark z/n, Gent",0,50,51.05665,3.72
De Bijlokesite - NIEUW!,"Een plek waar studenten, muzikanten en bezoekers van het STAM te vinden zijn… Binnen de muren van deze site doen we het verhaal van haar vroegere bewoners en de historische gebouwen, tot de activiteiten en architectuur van vandaag.",22/07/2011,11:00,12:30,"Ingang STAM, Godshuizenlaan 2, Gent",0,50,51.0439708,3.7151519
Vivat Vivaldi,"Denijs Van Killegem, Ruth Van Killegem, Guy Penson en Jona Kesteleyn brengen Antonio Vivaldi opnieuw tot leven. Denijs kruipt letterlijk onder de pruik van 'il prete rosso', commentarieert en filosofeert. De musici brengen hoogtepunten van Vivaldi.",22/07/2011,17:00,18:30,"Middeleeuwse Crypte, NH Gent Belfort Hotel, Hoogpoort 63, Gent",1,100,51.0547961,3.725409
A Brand,Podium Kouter,22/07/2011,23:30,00:40,"Kouter, Kouter , Gent",0,10000,51.05039,3.72392
Zoon,"Raf Walschaerts vertelt al meer dan 20 jaar sterke verhalen met Kommil Foo. Deze keer staat hij alleen op scene, in een regie van Ineke Nijssen. Voor iedereen van 9 tot 99 jaar.  www.rafwalschaerts.be",22/07/2011,19:30,20:55,"NTGent, Sint-Baafsplein 17, Gent",0,50,51.05665,3.72
AUDIOGIDSEN GRATIS - volwassenen en kinderen,Audiogidsen GRATIS voor volwassenen en kinderen tijdens GF,22/07/2011,10:00,18:00,"Museum voor Schone Kunsten, Citadelpark , Gent",0,50,51.05665,3.72
Het Maeterlinck Mysterie,"Ludiek-poëtische, theatrale stadswandeling in de voetsporen van Nobelprijs Literatuur 1911 Maurice Maeterlinck, die in 1895 een eerste rendez-vous had in Gent met zijn grote liefde Georgette Leblanc... en met Gerard de Duivel!",22/07/2011,14:30,18:00,"Zuidpark, Woodrow Wilsonplein , Gent",0,50,51.05665,3.72
Smeltkroes van culturen,"Deze wandeling geeft een beeld van het multiculturele oude Gent. Gent is altijd een poort op Europa en de wereld geweest, daarvan zijn vele getuigen terug te vinden. Deze wandeling eindigt in de Orthodoxe kerk die geheel versierd is met fresco’s.",22/07/2011,14:00,16:30,"Café Trefpunt, Bij Sint-Jacobs 18, Gent",0,50,51.0562813,3.7271842
Provinciale Prijs voor Vormgeving 2010,"Tentoonstelling met werk van Erik Sijmons, Leen Depooter en het duo Luc d’Hanis & Sofie Lachaert, laureaat en genomineerden van de zevende editie van Provinciale Prijs voor Vormgeving",22/07/2011,10:00,17:00,"Caermersklooster, Vrouwebroersstraat 6, Gent",0,50,51.058202,3.7223906
Damiaan,"Jo Decaluwe speelt ‘Damiaan”, een zeer persoonlijke visie op deze man van inzet, geloof, moed, tegenslag, succes.",22/07/2011,11:00,12:10,"Tinnenpot, Tinnenpotstraat 21, Gent",1,50,51.0583441,3.7183287
La ville qui respire - Rode Boom (BE) - € 6,"‘La ville qui respire’ is een wandelvoorstelling waarbij een gids met behulp van poëtische zoekers u de stad toont. U neemt de tijd om alledaagse dingen in een andere context te zien. Gent, door de ogen van een poëet.",22/07/2011,14:30,15:15,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
Kameroad & Schoaveling; redders van het Gentse dialect ?,Gent beleeft de grootste crisis sinds zijn ontstaan; het dreigt zijn taal te verliezen.Kameroad en Schoaveling kruipen in de huid van de koppige en fiere Gentenaar die strijd voert om zijn dialect te beschermen tegen allerlei invloeden..,22/07/2011,20:00,22:00,"Turnzaal Oefenschool Wispelberg Coupure Rechts 54, 9000 Gent, Coupure 54, Gent",1,50,51.0470496,3.7184626
Openluchtatelier/kunstmarkt,"Openluchtatelier met demonstaties van verschillende beeldende kunstenaars   (tekenaars,schilders,portrettekenaars,karikarturen enz.)",22/07/2011,13:00,19:00,"Groentenmarkt, Gent",0,50,51.0559826,3.7223147
"Havenrondvaarten met het havenjacht ""Jacob van Artevelde""","Ga tijdens de Gentse Feesten mee op verkenning in de haven. We starten aan de Rigakaai en varen helemaal tot aan ArcelorMittal.  U maakt kennis met alle dokken en met alle belangrijke spelers zoals oa Volvo, Stora Enso, Bio Base Europe, enz",22/07/2011,10:00,11:30,"Rigakaai - tegenover WEBA, Rigakaai 0375, Gent",1,100,51.05665,3.72
Hotel Jarretelle,"De langbenige Pascale Platel verhuurt u graag een kamer voor de nacht en gluurt met u door het sleutelgat naar haar extravagante gasten. Delicieuse dames, burlesque bunnies en drinks on the rocks, welkom in onze cabareteske suite deluxe!",22/07/2011,20:00,21:30,"Balzaal, Vooruit, Sint-Pietersnieuwstraat 23, Gent",1,1000,51.05665,3.72
Ontbijt met Stadswandeling,Elke dag een historische wandeling. info: www.dekorf.be of info@gidsenbond-gent.be,22/07/2011,08:00,12:30,"Bar Oh, Hoogstraat 88, Gent",1,50,51.0546514,3.7142364
Ka-Bal: danstheater met live muziek,"Ka-Bal combineert live muziek met dans in telkens drie korte voorstellingen per avond, gebracht door een schare Belgische en internationale artiesten voor wie geen uitdaging te veel is.",22/07/2011,20:00,21:00,"Minnemeers (NT2Gent), Minnemeers 9, Gent",0,50000,51.0599955,3.7287123
Broodje Gent: Culinair Patershol,Wil je eens iets anders dan saaie boterhammen uit je brooddoos? Laat je dan verleiden door Broodje Gent. Wij bezorgen je een originele middagpauze en nemen je twee uurtjes mee het Patershol in.,22/07/2011,12:00,14:00,"Infostand Vizit, Corduwaniersstraat 4, Gent",0,50,51.0576395,3.7227266
Lezing 'Tussen tuinwijk en hoogbouw. Architectuur tussen 1950 en 1975 in Gent.' Door Miguel De Clercq.,"Na WO II was er nood aan sociale woningen, appartementen, kantoren en hier en daar een nieuwe kerk. De architectuur zorgt vaak voor een enorm contrast met de omliggende gebouwen en pleinen. De appreciatie varieert al evenzeer...",22/07/2011,10:00,12:00,"Gewezen kazerne aan de Sterre, De Pintelaan 260, Gent",0,100,51.0265253,3.7204131
King Dalton,Café - gratis: Zalige Zondag Resident - Pornopowerblues door leden van o.a. Aedo en Think Of One,22/07/2011,21:00,22:00,"Charlatan, Vlasmarkt 6, Gent",0,50,51.0560619,3.7282741
Kleurwedstrijd,"Doorlopend kleurwedstrijd voor de kinderen; tekeningen, papier en wasco's liggen ter beschikking. De winnaars krijgen persoonlijk een brief van de slotenmaker...",22/07/2011,10:00,18:00,"Belfort, Sint-Baafsplein , Gent",0,50,51.0536709,3.7254561
Eurovision @ The Zodiac!,DJ Onasis: From Dana international to “Je ne sais quoi”!! Eurosong-hits all night long! Dress-code: stijlvol erover,22/07/2011,23:00,05:00,"Zodiac, Heilige-Geeststraat 3, Gent",1,1000,51.053485,3.7238516
Broken Glass Heroes,Podium Kouter,22/07/2011,20:00,21:00,"Kouter, Kouter , Gent",0,10000,51.05039,3.72392
"Op uw gezondheid! Over bier, wijn, gedistilleerde en andere alcoholische brouwsels",Talloze planten vormen het verbazingwekkend rijke erfgoed van een al even fascinerende diversiteit aan alcoholische dranken. De wandeling voert ons langs hoofd- en bijrolspelers in het scheppingsverhaal van de aardse godennectars. (H. Van Crombrugge),22/07/2011,14:30,16:00,"Plantentuin Universiteit Gent, Karel Lodewijk Ledeganckstraat , Gent",1,50,51.036375,3.724129
Expo Matchbox on tour,"Matchbox is een tentoonstellingsproject op wielen, in de tuin van het MIAT. De Nederlandse Conny Kuilboer en de Russische Nina Stoupina zullen samenwerken. Met feestelijke opening op zondagmiddag 17 juli.",22/07/2011,14:00,17:00,"MIAT, Minnemeers 9, Gent",0,50,51.0599955,3.7287123
Elga - Het Panopticum,Elga – Het Panopticum dompelt jou onder in de historiek van Gent waar revolutionaire figuren het voortouw namen. Dit levend museum vind je op de speelplaats van het SKI palend aan het Baudelohof. Een productie in samenwerking met het Vermeylenfonds.,22/07/2011,18:00,18:40,"secundair kunstintituut - speelplaats - ingang via Baudelohof, Ottogracht 4, Gent",0,50,51.0580378,3.7279839
Over blauw bloed en witte billenbijters - zoektocht in het Prinsenhof (zonder gids),"Prinsenhof: meer dan het oord van verdoemenis waar de Gentenaars stroppendragers werden. Een duik in de geschiedenis van deze mooie wijk! Boekje te koop: Kunstglasramen Mestdagh, Drabstr. 2",22/07/2011,00:00,00:00,"Lievekaai /, Gent",0,50,51.0584957,3.7189457
Circusworkshops + kleuterpiste - Circusplaneet (BE),"Circusplaneet is ook dit jaar weer van de partij tijdens MiramirO. Heb je er altijd van gedroomd om circusartiest te worden, dan is dit je kans!",22/07/2011,15:00,17:00,"Sint-Baafssite, Gandastraat , Gent",0,100,51.0537966,3.7384238
Architecture in Helsinki (AUS.),Zaal Handelsbeurs,22/07/2011,21:30,22:30,"Kouter, Kouter , Gent",0,10000,51.05039,3.72392
Elga - Het Panopticum,Elga – Het Panopticum dompelt jou onder in de historiek van Gent waar revolutionaire figuren het voortouw namen. Dit levend museum vind je op de speelplaats van het SKI palend aan het Baudelohof. Een productie in samenwerking met het Vermeylenfonds.,22/07/2011,16:00,16:40,"secundair kunstintituut - speelplaats - ingang via Baudelohof, Ottogracht 4, Gent",0,50,51.0580378,3.7279839
Pietjesbak met Carlos,Met zijn teerlingenbak onder de parasol of paraplu verslaat Carlos sinds 1972 alle weersvoorspellingen.,22/07/2011,10:00,12:00,"Het Huis van Alijn, Kraanlei 65, Gent",0,1000,51.0574921,3.7234722
Movieguide Alison,"Alison is een virtueel avontuur doorheen de geschiedenis van de Gentse Sint-Pietersabdij. Dit bezoek is bijzonder geschikt voor gezinnen met kinderen. Mysterieus, raadselachtig, verrassend. Een onalledaags cultuurhistorisch avontuur.",22/07/2011,10:00,18:00,"Kunsthal Sint-Pietersabdij, Sint-Pietersplein 9, Gent",0,50,51.0428007,3.7264994
A World of Comedy,"Gentse Feesten zonder Comedy? Onmogelijk!  Ook dit jaar staat een mix van jong en ervaren comedy talenten klaar om op uw lachspieren te werken.  Vier ongewone humoristen met jarenlange ervaring in de comedyscène, improvisatietheater, het cabaret.",22/07/2011,22:30,00:00,"Jan Van Gent, Annonciadenstraat 1, Gent",1,50,51.0499958,3.7171458
La ville qui respire - Rode Boom (BE) - € 6,"‘La ville qui respire’ is een wandelvoorstelling waarbij een gids met behulp van poëtische zoekers u de stad toont. U neemt de tijd om alledaagse dingen in een andere context te zien. Gent, door de ogen van een poëet.",22/07/2011,19:00,19:45,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
De Geheimen van Gent,"Los jij solo, in duo of met je team van detectives de moord op Brocante Julos op, die alles te maken heeft met ‘de geheimen van Gent’? De winnaar van dit stadsspel-moordspel zal beloond worden met het teruggevonden paneel de Rechtvaardige Rechters!",22/07/2011,14:00,19:00,"Zuidpark, Woodrow Wilsonplein , Gent",0,50,51.05665,3.72
