La ville qui respire - Rode Boom (BE) - € 6,"‘La ville qui respire’ is een wandelvoorstelling waarbij een gids met behulp van poëtische zoekers u de stad toont. U neemt de tijd om alledaagse dingen in een andere context te zien. Gent, door de ogen van een poëet.",23/07/2011,15:45,16:30,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
Rondleidingen in Hotel d'Hane Steenhuyse,Uitzonderlijk kan het Hotel d'Hane Steenhuyse - een 18de-eeuws stadspaleis - onder begeleiding van een gids worden bezocht.,23/07/2011,17:00,18:00,"Hotel d'Hane Steenhuyse, Veldstraat 55, Gent",1,100,51.0515844,3.7214225
Vier zonder ruuk deur 't Spelleke van Dei Kluite,"Een nieuwe revue, veur alle  gruute kientsjes die Gent kenne en Gents verstoan mee stijte muile Pierke Pierlala in d'uuftrolle.",23/07/2011,22:00,23:30,"Lakenmetershuis/Willemsfonds -Vrijdagsmarkt, Vrijdagmarkt 24-25, Gent",1,1000,51.0569408,3.7264272
Sherlock Holmes in het Patershol (zoektocht zonder gids),"Zoektocht in 1 van Gents oudste en gezelligste wijken. Aan de hand van een leidraad, vragen en raadsels leer je het Patershol beter kennen. Boekje te koop: Kunstglasramen Mestdagh, Drabstr. 2",23/07/2011,00:00,00:00,"Sint-Veerleplein /, Gent",0,50,51.0567346,3.7213135
"Vrijmetselarij, het verhaal van passer en winkelhaak","Vrijmetselarij blijft gehuld in een waas van geheimzinnigheid. We lichten een tipje van de sluier op: ontstaan en invloed van de organisatie, reacties van Kerk en Staat, de Gentse maçons en hun 'werkplaatsen',...",23/07/2011,19:00,21:00,"Minardschouwburg, Walpoortstraat 15, Gent",0,50,51.048845,3.7270658
Broodje Gent: Culinair Patershol,Wil je eens iets anders dan saaie boterhammen uit je brooddoos? Laat je dan verleiden door Broodje Gent. Wij bezorgen je een originele middagpauze en nemen je twee uurtjes mee het Patershol in.,23/07/2011,12:00,14:00,"Infostand Vizit, Corduwaniersstraat 4, Gent",0,50,51.0576395,3.7227266
Filmvoorstelling : kortfilm De Veer van César,"hoofdrol Pjeroo Roobjee, gastrollen Jan Decleir, Robbe de Hert, Peter Holvoet-Hanssen",23/07/2011,14:00,18:00,"Zebrastraat NV, Zebrastraat 32/001, Gent",1,100,51.0401269,3.7330531
Rondleidingen in de Etnografische Verzamelingen: Levenswijsheid en geluk! Verrassende voorwerpen uit het traditionele China,Enthousiaste gidsen vertellen bijzondere verhalen over voorwerpen uit het vroegere China. Ga mee op avontuur in de rijke wereld van de Aziatische cultuur en kom in contact met de oosterse wijze van denken en leven en raak vertrouwd met hun esthetiek.,23/07/2011,15:00,16:30,"Het Pand, Onderbergen 1, Gent",0,50,51.052799,3.7198035
Tomorrow is the Question | Collectie S.M.A.K.,S.M.A.K.stelt een deel van haar omvangrijke collectie tentoon.,23/07/2011,10:00,18:00,"S.M.A.K., Citadelpark 2, Gent",0,50,51.05665,3.72
Van paupers tot poorters,In alle grote steden en in alle tijden is er armoe geweest. Ook Gent ontsnapt er niet aan. In deze wandeling leert u alles over de geschiedenis van de armoede in Gent. In Gent zijn vele relicten te vinden die herinneren aan deze strijd tegen de armoede.,23/07/2011,14:00,16:30,"Café Trefpunt, Bij Sint-Jacobs 18, Gent",0,50,51.0562813,3.7271842
Iets om van te huilen,"Iets om van te huilen is een nieuwe tekst van de hand van Jibbe Willems. Hij schreef dit stuk voor de Gentse acteurs Bert Verbeke (bekend uit Thuis) en Debbie Crommelinck (bekend uit Amika). Een stuk over prille, ware Liefde met een bittere nasmaak.",23/07/2011,22:00,23:15,"Minardschouwburg, Walpoortstraat 15, Gent",1,1000,51.048845,3.7270658
Stand-Up 4 Kids,"Uniek in Vlaanderen! Stand-up comedian Piv Huvluv, volgens DE STANDAARD één van de meest authentieke comedians van Vlaanderen, ziet zijn jong publiek voor vol aan. Lol, doordenkers, creatieve vondsten en geslaagde improvisaties.(zie ook www.xlp.be)",23/07/2011,15:00,16:00,"Theater Tinnenpot, Balkonzaal, Tinnenpotstraat 21, Gent",1,100,51.0583441,3.7183287
Tokyo Disco,Zaal: Dj's Pete Herbert & Rakesh,23/07/2011,01:00,05:55,"Charlatan, Vlasmarkt 6, Gent",1,1000,51.0560619,3.7282741
Museumspel KidKastKraak,Aan de hand van 3 koffers en een kast verkennen de leerlingen de expo WereldWijdWerken. Zij zijn gevuld met bezittingen van Kristel en haar grootouders. Elk voorwerp stuurt de kinderen op pad. Vanaf 6 jaar.,23/07/2011,10:00,18:00,"MIAT, Minnemeers 9, Gent",0,50,51.0599955,3.7287123
Gent zien vanop het water  ...met tienzitkano..... Een prachtige ervaring!,"We peddelen langs historische en nooit geziene plekjes.Al eens gevaren in een tunnel midden in de stad?  FASCINEREND eigenlijk, en ...bovenal erg gezellig die GENTSEFEESTENSFEER ook in nam.(kinderactiviteiten)",23/07/2011,22:00,23:45,"Kromme Wal - Sluizeken, Krommewal , Gent",0,50,51.0592791,3.7262869
Moralia,Elly Aerden bezingt in eigentijds levendig gezongen Latijn de waanzin van de liefde en de lente.,23/07/2011,12:00,13:00,"Monasterium Poortackere, Oude Houtlei 56, Gent",1,1000,51.0522058,3.7169339
La ville qui respire - Rode Boom (BE) - € 6,"‘La ville qui respire’ is een wandelvoorstelling waarbij een gids met behulp van poëtische zoekers u de stad toont. U neemt de tijd om alledaagse dingen in een andere context te zien. Gent, door de ogen van een poëet.",23/07/2011,18:15,19:00,"Sint-Baafssite, Gandastraat , Gent",0,50,51.0537966,3.7384238
De geheimen van de neogotiek,"De gothic revival van de 19e eeuw kende ook hier heel wat bijval, denk maar aan Sint-Lucas, de post en het bisschoppelijk paleis. Met bezoek aan de kerk van Monasterium Poortackere.",23/07/2011,16:00,18:00,"ter hoogte van Sint-Lucas, Zwartezustersstraat 34, Gent",0,50,51.0522121,3.7173756
De Piratenboot + gratis ijsje. Duur 40 min.,Maat Piraat springt aan boord want boeven zitten hem op de hielen. We gaan per boot op zoek naar een geheime schat en hij vertelt onderweg geweldige verhalen over zijn wedervaren om zijn droom te vervullen...,23/07/2011,14:00,14:40,"Aanlegsteiger Boat in Gent, bij Gravensteen (50m), Kraanlei , Gent",0,1000,51.0569531,3.7226146
